Kód obce;0
500011;66280.0
500020;1412.0
500046;958.0
500062;1316.0
500071;1843.0
500101;934.0
500127;415.0
500135;886.0
500151;969.0
500160;485.0
500194;935.0
500232;1503.0
500241;1103.0
500267;135.0
500283;1014.0
500305;635.0
500313;438.0
500321;420.0
500348;720.0
500356;1710.0
500364;769.0
500372;1726.0
500381;853.0
500399;160.0
500402;1092.0
500411;1287.0
500429;304.0
500437;653.0
500453;1957.0
500461;602.0
500470;815.0
500488;988.0
500500;924.0
500518;282.0
500534;219.0
500542;434.0
500551;450.0
500569;403.0
500577;2407.0
500585;541.0
500593;567.0
500607;495.0
500631;1109.0
500640;1107.0
500658;1283.0
500666;324.0
500674;933.0
500682;957.0
500691;550.0
500704;1717.0
500712;670.0
500721;806.0
500739;3635.0
500747;1427.0
500755;693.0
500780;499.0
500798;224.0
500810;1493.0
500828;2332.0
500836;713.0
500844;567.0
500887;3540.0
500895;1386.0
500909;386.0
500917;1559.0
500925;851.0
500933;7352.0
500941;1828.0
500950;1868.0
500968;10025.0
500976;184.0
500984;436.0
500992;1152.0
501018;353.0
501026;28132.0
501034;967.0
501042;313.0
501069;404.0
501077;976.0
501085;914.0
501093;1050.0
501107;348.0
501115;2267.0
501123;1307.0
501140;6033.0
501158;1181.0
501166;1696.0
501174;1474.0
501182;1575.0
501191;387.0
501204;8821.0
501212;621.0
501221;117.0
501239;3051.0
501247;582.0
501255;970.0
501263;1048.0
501271;105.0
501280;3999.0
501301;1212.0
501310;436.0
501328;2338.0
501336;610.0
501344;988.0
501352;433.0
501361;631.0
501379;584.0
501387;788.0
501395;2743.0
501409;439.0
501417;1944.0
501425;1977.0
501433;19433.0
501441;479.0
501450;962.0
501468;629.0
501484;315.0
501492;819.0
501506;295.0
501514;492.0
501522;7021.0
501531;992.0
501549;424.0
501557;670.0
501573;4434.0
501581;1767.0
501590;1753.0
501603;1045.0
501611;1594.0
501620;521.0
501638;1842.0
501654;1405.0
501662;749.0
501671;407.0
501689;315.0
501697;1200.0
501701;909.0
501719;1221.0
501727;1339.0
501735;2333.0
501743;621.0
501760;465.0
501778;361.0
501786;845.0
501808;1849.0
501816;1142.0
501824;3068.0
501832;447.0
501859;1448.0
501867;756.0
501875;437.0
501883;626.0
501891;912.0
501905;11044.0
501913;1416.0
501921;2591.0
501930;547.0
501956;428.0
501964;502.0
501972;799.0
501981;1255.0
501999;391.0
502006;2322.0
502014;1458.0
502022;2483.0
502031;27444.0
502049;242.0
502057;960.0
502065;526.0
502073;186.0
502090;268.0
502103;256.0
502111;822.0
502120;607.0
502154;778.0
502162;348.0
502171;413.0
502189;405.0
502197;756.0
502201;210.0
502219;324.0
502227;1130.0
502243;405.0
502251;494.0
502260;484.0
502278;506.0
502286;473.0
502294;230.0
502324;1159.0
502332;1178.0
502341;621.0
502359;193.0
502367;233.0
502375;683.0
502383;176.0
502391;816.0
502413;1718.0
502421;1660.0
502430;667.0
502448;218.0
502456;455.0
502464;431.0
502472;497.0
502481;821.0
502499;475.0
502502;153.0
502511;397.0
502537;139.0
502570;771.0
502588;1242.0
502596;738.0
502600;436.0
502618;357.0
502626;378.0
502634;113.0
502642;1281.0
502651;567.0
502669;655.0
502677;1021.0
502693;1538.0
502707;1211.0
502715;573.0
502723;355.0
502731;479.0
502740;222.0
502758;162.0
502766;1254.0
502782;6175.0
502791;218.0
502804;1160.0
502812;382.0
502821;2279.0
502847;303.0
502863;3140.0
502871;482.0
502880;176.0
502898;157.0
502910;1209.0
502928;631.0
502936;1087.0
502944;516.0
502952;146.0
502961;126.0
502979;430.0
502987;5669.0
502995;1047.0
503002;133.0
503011;32166.0
503029;1301.0
503037;315.0
503045;3112.0
503053;602.0
503061;286.0
503070;1376.0
503088;1134.0
503096;507.0
503100;454.0
503118;263.0
503126;856.0
503134;572.0
503151;1286.0
503169;1283.0
503177;3996.0
503185;1820.0
503193;1038.0
503207;592.0
503215;974.0
503223;605.0
503231;1030.0
503240;1215.0
503258;839.0
503266;726.0
503274;1098.0
503282;3394.0
503291;821.0
503312;264.0
503321;1299.0
503339;346.0
503347;337.0
503355;315.0
503363;1669.0
503371;579.0
503380;2531.0
503398;1126.0
503401;1546.0
503436;567.0
503452;3467.0
503461;244.0
503479;948.0
503487;397.0
503495;668.0
503509;796.0
503517;725.0
503525;840.0
503533;1053.0
503541;370.0
503550;1617.0
503568;2012.0
503576;281.0
503584;8619.0
503592;8162.0
503606;883.0
503614;4285.0
503631;1490.0
503649;1726.0
503665;12869.0
503673;930.0
503681;412.0
503690;1156.0
503703;1344.0
503711;1985.0
503720;774.0
503746;1715.0
503754;291.0
503762;705.0
503771;2710.0
503789;387.0
503797;980.0
503801;799.0
503819;418.0
503827;410.0
503835;3232.0
503843;1254.0
503851;579.0
503860;1463.0
503878;907.0
503886;1542.0
503894;1714.0
503924;1314.0
503932;2564.0
503959;2670.0
503967;511.0
503975;1480.0
503983;1303.0
503991;2137.0
504009;13350.0
504017;4455.0
504025;18116.0
504033;379.0
504041;1488.0
504050;3427.0
504068;3103.0
504076;1296.0
504084;699.0
504092;2249.0
504106;3238.0
504114;1773.0
504122;2099.0
504131;3855.0
504149;1141.0
504157;1383.0
504165;2678.0
504173;949.0
504181;715.0
504190;1432.0
