Kód_obce;volebný_obvod;poradie_na_hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
506265;1;15;Milan;Zámečník;Ing.;44;podnikateľ;001;142
506273;1;1;Michaela;Adamcová;Ing.;36;administratívna pracovníčka;001;153
506273;1;2;Peter;Hošek;;43;kuchár;001;214
506273;1;3;Jana;Jandová;Bc.;45;projektová manažérka;111;212
506273;1;4;Jana;Kopecká;Ing., Mgr.;40;učiteľka základnej školy;001;262
506273;1;5;Milan;Matúš;;54;strojný zámočník;111;215
506273;1;6;Ondrej;Novosad;Ing.;47;konateľ;111;211
506273;1;7;Peter;Smolka;;43;školník, údržbár;001;205
506273;1;8;Monika;Závodská;;38;predavačka;001;294
506281;1;1;Juraj;Bariš;;47;živnostník;111;395
506281;1;2;Zita;Bednáriková;Ing.;54;ekonómka;001;585
506281;1;3;Peter;Daňo;MUDr.;62;lekár;111;969
506281;1;4;Alexandra;Ďurišová;Ing.;43;automotive, administrátorka zákazníckych a legálnych požiadaviek;001;203
506281;1;5;Janka;Filová;;57;odborná referentka;111;533
506281;1;6;Rastislav;Guga;Ing.;48;bankový pracovník;001;582
506281;1;7;Patrik;Húdek;;25;živnostník;001;226
506281;1;8;Branislav;Krajči;;47;obchodno-technický pracovník;001;684
506281;1;9;Juraj;Krištofovič;Ing.;58;profesionálny vojak;001;577
506281;1;10;Štefan;Krovina;;40;manažér prevádzky;001;331
506281;1;11;Tibor;Meliš;Ing.;56;profesionálny vojak vo výslužbe, súkromná bezpečnostná služba;001;252
506281;1;12;Jozef;Mutňanský;Mgr.;41;živnostník;111;393
506281;1;13;Ladislav;Palička;Mgr.;65;dôchodca;001;208
506281;1;14;Peter;Prekop;;33;elektromechanik pre stroje a zariadenia;001;311
506281;1;15;Soňa;Prílesanová;Ing.;56;odborníčka v stavebnej legislatíve;001;656
506281;1;16;Tomáš;Prno;Ing.;35;technik infraštruktúry;001;778
506281;1;17;Patrik;Strnad;;47;servisný technik;111;421
506281;1;18;Janka;Štefaničáková;Mgr.;58;vedúca oddelenia;111;231
506281;1;19;Lucia;Ťupeková;;30;súkromná podnikateľka;001;230
506281;1;20;Denis;Vašíček;;26;kooperant;132;146
506281;2;1;Stanislav;Ďuriš;;46;nepedagogický zamestnanec;001;224
506281;2;2;Peter;Gabriš;Ing., PhD.;38;manažér;111;379
506281;2;3;Andrej;Moravčík;Bc.;41;manažér;111;307
506281;2;4;Peter;Ondreička;;36;konateľ;111;279
506281;2;5;Ľuboš;Papp;;56;vodič;132;58
506281;2;6;Ľuboš;Švorec;;52;súkromný podnikateľ;001;305
506281;3;1;Juraj;Kendera;Ing.;44;živnostník;111;172
506281;3;2;Ján;Kiačik;;62;živnostník;111;75
506281;3;3;Milan;Patka;;41;podnikateľ;001;226
506281;4;1;Miloš;Husár;;47;vodič;001;96
506290;1;1;Ivana;Barták Punová;Mgr.;32;projektová manažérka;135;142
506290;1;2;Jozef;Bednár;;49;automechanik;132;174
506290;1;3;Pavol;Cmarko;;57;operátor výroby;111;217
506290;1;4;Vladislav;Jakubek;;44;živnostník;111;215
506290;1;5;Miroslav;Katrinec;;39;profesionálny vojak;001;304
506290;1;6;Zuzana;Kopecká;;34;kaderníčka;001;139
506290;1;7;Ján;Laššo;;57;automechanik;132;183
506290;1;8;Jozef;Peťovský;;39;živnostník;132;159
506290;1;9;Ján;Rychtárech;;40;robotník;132;170
506290;1;10;Janka;Štefánková;;58;operátorka výroby;111;201
506290;1;11;Pavol;Žáčik;;42;údržbár ciest;111;267
506303;1;1;Daniel;Gelo;;40;SZČO;106;182
506303;1;2;Ivan;Kabelík;;45;manažér;106;145
506303;1;3;Milan;Kubica;;34;strojník;111;118
506303;1;4;Ján;Kukuča;;36;metrológ;106;193
506303;1;5;Michal;Marták;Mgr.;26;finančný a investičný konzultant;001;203
506303;1;6;Peter;Porubčan;Ing.;41;stavebný inžinier;001;199
506303;1;7;Anton;Stacho;;36;elektromechanik;106;133
506303;1;8;Peter;Uherčík;Ing.;42;elektrotechnický inžinier;106;203
506303;1;9;Pavol;Žucha;;31;pracovník logistiky;106;193
506311;1;1;Jana;Bartošová;Ing., arch.;61;samostatne zárobkovo činná osoba;001;44
506311;1;2;Štefan;Bauman;Mgr., Bc.;49;sestra - špecialista;106;71
506311;1;3;Pavol;Godál;;49;zvárač, zámočník;106;82
506311;1;4;Juraj;Chnupa;Ing. arch.;37;architekt;001;84
506311;1;5;Soňa;Michalková;;56;zdravotná sestra;106;92
506311;1;6;Ján;Osuský;;47;invalidný dôchodca;106;89
506338;1;1;Jaroslav;Bača;Mgr.;49;samostatne zárobkovo činná osoba;001;434
506338;1;2;Noman;Ehsan;MUDr., MPH.;59;lekár;001;248
506338;1;3;Michal;Poruban;;36;marketingový špecialista;106;189
506338;1;4;Štefan;Rehák;Ing.;59;podnikateľ;001;222
506338;1;5;Eva;Růžičková;Ing.;61;vedúca oddelenia ekonomiky;135;167
506338;1;6;Radoslav;Sedlák;Mgr.;48;SZČO;111,128,118;155
506338;1;7;Jozef;Ševčík;Ing.;62;dôchodca;108;80
506338;1;8;Erik;Tupý;;19;študent;001;164
506338;1;9;Ľuboš;Tupý;Dipl.-Ing.;52;súdny prekladateľ a tlmočník;001;287
506338;1;10;Tomáš;Urminský;Ing.;35;manažér / mestský poslanec;111,128,118;252
506338;2;1;Matej;Bielik;MUDr.;38;lekár;001;242
506338;2;2;Zuzana;Hunčíková;Ing.;52;ekonómka;001;209
506338;2;3;Jana;Hunová;PaedDr.;54;pedagogička;001;186
506338;2;4;Matej;Kubák;Bc.;23;tréner mládeže;001;95
506338;2;5;Tibor;Kubica;;47;marketingový manažér;106;215
506338;2;6;Katarína;Kusendová;Mgr.;45;riaditeľka školy;136;62
506338;2;7;Alexandra;Malovcová;Mgr.;43;stredoškolská pedagogička;001;186
506338;2;8;Tatiana;Skovajsová;Mgr.;65;námestníčka ošetrovateľstva;106;242
506338;2;9;Alexandra;Tobiášová;Mgr.;55;učiteľka;136;140
506338;3;1;Iveta;Antalová;Ing.;43;konateľka;001;384
506338;3;2;Igor;Benák;PhDr.;44;štátny zamestnanec;106;166
506338;3;3;Roland;Borovský;;49;zmenový majster;141;78
506338;3;4;Ľubomíra;Bušová;;58;SZČO;132;103
506338;3;5;Eva;Gregušová;RNDr.;63;stredoškolská učiteľka;136;98
506338;3;6;Kvetoslava;Hejbalová;PhDr.;67;dôchodkyňa;136;313
506338;3;7;Ján;Hendrich;MUDr.;67;očný lekár;136;150
506338;3;8;Martin;Kolesár;;38;kameraman v TV;001;291
506338;3;9;Martina;Kostelanská;;47;opatrovateľka;132;61
506338;3;10;Michal;Leitner;MBA;30;podnikateľ;001;158
506338;3;11;Martin;Malík;Ing.;46;SZČO;154;59
506338;3;12;Lukáš;Michalik;;28;živnostník;001;101
506338;3;13;Andrej;Neuschl;Mgr.;41;riaditeľ strednej školy;001;458
506338;3;14;Branislav;Pepel;;47;grafický dizajnér;001;154
506338;3;15;Zuzana;Skrúcaná;Mgr.;53;učiteľka;116;102
506338;3;16;Marcela;Smolinská;Mgr.;46;vedúca odboru katastra;106;101
506338;3;17;Tomáš;Šarman;;43;realitný maklér;001;147
506338;3;18;Matej;Šatka;BsBa, Bc.;45;konateľ;119,152;58
506338;3;19;Alexandra;Štullerová Koreňová;Mgr.;43;manažérka internej a externej komunikácie;001;211
506338;3;20;Ján;Trebichavský;;61;tréner;001;191
506338;3;21;Miroslav;Vidlička;Ing.;27;manažér;001;183
506338;3;22;Igor;Zelenay;;40;profesionálny tenista;106;177
506338;4;1;Karol;Durdík;MUDr.;57;lekár;001;262
506338;4;2;Rastislav;Hulínek;Ing.;58;referent poisťovne;136;68
506338;4;3;Jaroslav;Košťál;Mgr.;46;bankový poradca;111,128,118;232
506338;4;4;Karol;Krajčo;Ing., PhD.;44;vysokoškolský učiteľ;136;93
506338;4;5;Ľuboš;Nemečkay;;39;vedúci v mäsovýrobe;125;51
506338;4;6;Miroslav;Ostrenka;;47;správca ihrísk a športovísk;001;298
506338;4;7;Roman;Prikryl;;35;podnikateľ;001;67
506338;4;8;Petra;Setničková;Bc.;46;dentálna hygienička;106;132
506338;5;1;Alena;Čechvalová;Ing.;61;riaditeľka;135;216
506338;5;2;Pavol;Durdík;MUDr.;52;lekár;001;345
506338;5;3;Miroslav;Mačica;;26;elektrotechnik;111,128,118;135
506338;5;4;Tomáš;Malec;Mgr., PhD.;31;manažér v samospráve, poslanec mestského zastupiteľstva;001;334
506338;6;1;Michal;Bartek;;23;asistent poslanca;106;264
506338;6;2;Dana;Jeřábková;Mgr.;54;učiteľka;136;172
506338;6;3;Daniel;Kopunec;Ing.;34;administrátor informačného systému;001;273
506338;6;4;Jana;Krištofovičová;;43;asistentka riaditeľa, živnostníčka;001;183
506338;6;5;Adam;Mandelík;;27;štátny zamestnanec;106;107
506338;6;6;Ján;Mráz;;53;obchodný riaditeľ/konateľ spoločnosti;111,128,118;183
506338;6;7;Petra;Skokánková;Ing., Mgr.;38;štátna zamestnankyňa;001;142
506338;6;8;Peter;Súčan;;43;podnikateľ;106;120
506338;6;9;Ján Marek;Trebichavský;Bc.;23;študent univerzity;001;85
506338;6;10;Filip;Vavrinčík;JUDr.;37;advokát;001;323
506338;6;11;Ján;Vojtek;Mgr.;36;právnik;001;289
506338;7;1;Alena;Hunová;;43;riaditeľka pobočky banky;106;115
506338;7;2;František;Mašlonka;Ing.;54;zástupca primátora;001;322
506338;7;3;Zdenko;Matejdes;Bc.;30;športový odborník;001;108
506338;7;4;Helena;Mináriková;;71;dôchodkyňa;001;127
506338;7;5;Branislav;Mlčúch;JUDr., Mgr.;45;facility manažér a právnik;001;113
506338;7;6;Marián;Mora;MUDr.;51;lekár, poslanec mestského zastupiteľstva;001;314
506338;7;7;Ján;Pavlíček;Mgr.;47;riaditeľ gymnázia;001;325
506338;7;8;Štefan;Salic;;64;skladník;136;79
506338;7;9;Juraj;Srnec;Ing.;38;manažér;001;77
506338;7;10;Tomáš;Štulajter;Mgr.;39;mediálny manažér;135;38
506338;7;11;Tatiana;Tinková;;62;učiteľka;136;92
506338;7;12;Monika;Turková;Ing.;47;vedúca kancelárie;001;88
506338;7;13;Dana;Uhríková;Mgr.;45;stredoškolská pedagogička;106;142
506346;1;1;Tomáš;Gono;;39;živnostník;136;125
506346;1;2;Adam;Halienka;;30;letecký technik;106;97
506346;1;3;Ján;Hrutka;;53;údržbár;106;100
506346;1;4;Marek;Kubáň;;47;stolár;106;108
506346;1;5;Peter;Moravčík;;58;údržbár;106;123
506354;1;1;Marek;Bajzík;;36;test service engineer;111;385
506354;1;2;Eva;Bajzíková;Ing.;45;SZČO;001;523
506354;1;3;Stanislav;Homola;;60;invalidný dôchodca;136;309
506354;1;4;Ivan;Horňák;Mgr.;37;recepčný;111;409
506354;1;5;Matúš;Kohút;;32;konateľ s.r.o.;001;444
506354;1;6;Ľubomír;Marček;;43;servisný technik;001;428
506354;1;7;Ján;Suchý;;54;stavebný technik;136;205
506354;1;8;Jozef;Škrovánek;;49;vodič autobusu;132;303
506354;1;9;Viliam;Václav;Ing.;64;dôchodca;136;432
506371;1;1;Andrej;Bulko;;32;podnikateľ;001;131
506371;1;2;Richard;Bulko;Ing.;42;testovací inžinier;001;74
506371;1;3;Ján;Dohňanský;;50;živnostník;001;150
506371;1;4;Pavol;Forgáč;;51;administratívny pracovník;001;112
506371;1;5;Jana;Habánková;Bc.;41;operátorka výroby;001;55
506371;1;6;Martina;Letková;Mgr.;41;odborná rererentka;001;107
506371;1;7;Zdenko;Margorín;;64;starobný dôchodca;001;108
506371;1;8;Benjamín;Vasko;Ing.;32;živnostník;001;126
506401;1;1;Elena;Cagalová;;37;vedúca štíhlej výroby;001;261
506401;1;2;Rastislav;Čop;;48;živnostník;136;253
506401;1;3;Mária;Desátová;;50;prevádzkárka;106;268
506401;1;4;Gabriel;Havrlent;;45;živnostník;001;253
506401;1;5;Juraj;Lednický;Ing.;52;predseda poľnohospodárskeho družstva;001;340
506401;1;6;Ladislav;Melicher;Ing.;61;montážny pracovník;106;241
506401;1;7;Martin;Melicher;Ing.;34;systémový administrátor;001;143
506401;1;8;Lenka;Miklovičová;Ing.;38;ekonómka poľnohospodárskeho družstva;001;285
506401;1;9;Ivan;Pastorek;Mgr.;78;historik;136;146
506401;1;10;Martin;Piškula;;44;štátny zamestnanec;106;309
506401;1;11;Eva;Pogranová;;66;dôchodkyňa;001;241
506401;1;12;Lukáš;Pomajbo;Bc.;32;pracovník cenotvorby a nákupu;137;144
506419;1;1;Lucia;Bajcarová;;29;prevádzkarka reštauračného zariadenia;106;72
506419;1;2;Ľubomír;Kostelný;;46;servisný technik;001;103
506419;1;3;Mária;Kovárová;Mgr.;46;banková pracovníčka;001;82
506419;1;4;Peter;Pavlech;;59;dispečer;141;98
506419;1;5;Martin;Šulovský;Ing.;39;project management specialist;141;98
506427;1;1;Róbert;Augustín;Ing.;45;podnikateľ;001;410
506427;1;2;Monika;Augustínová;Mgr.;50;pedagogička;001;343
506427;1;3;Tomáš;Bobocký;Ing.;34;procesný inžinier;001;502
506427;1;4;Peter;Burza;JUDr.;53;policajt;001;404
506427;1;5;Bohumil;Čechvala;Mgr.;54;učiteľ;136;406
506427;1;6;Ladislav;Červeňanský;;51;majster údržby;001;470
506427;1;7;Martin;Červeňanský;Ing.;42;agronóm;136;220
506427;1;8;Milota;Červienková;Ing.;44;SZČO;106;122
506427;1;9;Martin;Gábor;;40;vodič;135;169
506427;1;10;Mário;Hadbábny;Mgr.;45;SZČO;001;254
506427;1;11;Ľuboš;Krajčík;;36;projektový manažér;001;344
506427;1;12;Michal;Masár;Ing.;30;projektový manažér;001;309
506427;1;13;Ivan;Palkech;;59;vodič;136;413
506427;1;14;Daniel;Pyšný;;55;mechanik-nastavovač;106;200
506435;1;1;Daniel;Baláž;Bc.;37;SZČO;128;84
506435;1;2;Eva;Barcíková;;36;finančná konzultantka;132;104
506435;1;3;Peter;Benka;;41;SZČO;106;42
506435;1;4;Kamil;Hlatký;;46;robotník;001;68
506435;1;5;Rudolf;Jambor;;36;technik výroby;106;87
506435;1;6;Daniela;Jamborová;;69;dôchodkyňa;104;24
506435;1;7;Marek;Kerak;;47;SZČO;106;121
506435;1;8;Daniel;Kraisl;;48;majster výroby;111;140
506435;1;9;Martin;Kúdela;;24;SZČO;106;62
506435;1;10;Stanislav;Luščík;;43;vodič;109;44
506435;1;11;Juraj;Majerník;;50;manažér;111;121
506435;1;12;Tomáš;Malo;Ing.;33;projektant;136;129
506435;1;13;Dominik;Mihálik;Mgr.;27;štátny zamestnanec;111;81
506435;1;14;Slavomír;Ondko;;43;robotník;111;45
506435;1;15;Júlia;Ondrášiková;;43;čašníčka;106;52
506435;1;16;Martina;Páleníková;;26;audítorka;001;77
506435;1;17;Milan;Pomajbo;;38;živnostník;136;51
506435;1;18;Róbert;Pomajbo;;51;riaditeľ;132;198
506435;1;19;Jozef;Puchovský;;32;lakovač;109;64
506435;1;20;Karin;Sedláková;;41;administratívna pracovníčka;136;77
506435;1;21;Žaneta;Šimková;;49;montážna pracovníčka;106;56
506435;1;22;Lukáš;Šimor;;35;regionálny manažér;001;103
506435;1;23;Bohdan;Šumilov;;84;dôchodca;111;38
506435;1;24;Peter;Vatrt;;44;podnikateľ;106;131
506443;1;1;Daniel;Cibulka;;56;kuchár;132;259
506443;1;2;Erik;Jambor;Mgr.;48;štátny zamestnanec;106;252
506443;1;3;Jozef;Jambor;Ing.;55;technický riaditeľ;135;207
506443;1;4;Juraj;Jambor;;39;obchodný zástupca;001;243
506443;1;5;Lukáš;Krajčík;;30;automechanik;001;304
506443;1;6;Martina;Kubicová;Bc.;47;zdravotná sestra;135;244
506443;1;7;Lukáš;Michálik;;33;skladník;001;223
506443;1;8;Miriam;Miklovičová;Mgr.;46;zdravotná sestra;001;279
506443;1;9;Ladislav;Mišura;Ing.;60;technik;111;247
506443;1;10;Ivan;Pekarovič;;50;vodič;136;312
506443;1;11;Mário;Rojkovič;;50;vodič;136;389
506443;1;12;Rastislav;Trebatický;Ing.;44;živnostník;136;253
506478;1;1;Alena;Janušková;Ing.;50;štátna zamestnankyňa;001;289
506478;1;2;Viera;Janušková;;62;mzdová účtovníčka;106;225
506478;1;3;Marek;Panák;;21;študent;001;139
506478;1;4;Marián;Panák;;45;robotník v pestovnej a ťažbovej činnosti;106;243
506478;1;5;Róbert;Pilát;;32;hasič záchranár;001;271
506478;1;6;Jozef;Svatik;;62;vodič;106;237
506478;1;7;Marek;Svatík;;39;súkromný podnikateľ;001;175
506478;1;8;Benedikt;Šišovský;Ing.;24;projektant;001;216
506478;1;9;Rastislav;Vavruš;;51;živnostník;001;264
506508;1;1;Lukáš;Beták;Mgr.;28;štátny zamestnanec;001;461
506508;1;2;Monika;Červeňanová;;45;účtovníčka;001;596
506508;1;3;Juraj;Ďuďák;doc., Ing., PhD.;42;vysokoškolský učiteľ;111;543
506508;1;4;Marián;Jantošovič;;39;operátor výroby;001;532
506508;1;5;Ivana;Kolárovská Izraelová;Mgr.;50;účtovníčka;001;277
506508;1;6;Emília;Kováčová;;58;vedúca školskej jedálne;001;287
506508;1;7;Juraj;Maláň;Ing.;45;stavebný manažér;111;643
506508;1;8;Daniel;Mrázik;;52;riaditeľ pobočky banky;001;747
506508;1;9;Patrik;Pleva;;31;projektový manažér;001;433
506508;1;10;Mária;Šedivá;Ing.;61;kvestorka vysokej školy;001;440
506508;1;11;Ľubomír;Šedivý;Mgr.;39;štátny zamestnanec;001;391
506508;1;12;Ladislav;Tóth;Mgr., PhD.;37;zamestnanec verejnej správy;111;335
506508;1;13;Ján;Vojtek;Ing.;47;štátny zamestnanec;001;569
506516;1;1;Pavol;Domin;Ing.;38;geodet;106;41
506516;1;2;Oto;Markech;MUDr.;55;lekár;106;40
506516;1;3;Marek;Petruš;;29;vodič;106;39
506516;1;4;Miroslav;Petruš;;60;vedúci výroby;106;40
506516;1;5;Rastislav;Šutovský;;49;vodič;106;41
506524;1;1;Jakub Martin;Adamkovič;;27;študent právnickej fakulty;111,128,118;658
506524;1;2;Matej;Antálek;Mgr.;31;učiteľ;111,128,118;928
506524;1;3;Leopold;Barszcz;PharmDr.;62;primátor mesta;001;1130
506524;1;4;Radovan;Bíreš;;33;prevádzkar;135;339
506524;1;5;Ján;Blaško;;47;dokladač tovaru;108;490
506524;1;6;Richard;Bunčiak;Ing.;50;geodet;139;857
506524;1;7;Ivan;Durec;Ing.;55;lesný inžinier;001;1078
506524;1;8;Helena;Fáberová;Bc.;43;strategická nákupkyňa;001;495
506524;1;9;Iveta;Gavačová;Mgr.;57;advokátka;139;558
506524;1;10;Martin;Gondár;Ing.;35;manažér pre inovácie;001;611
506524;1;11;Andrej;Klimek;;40;obchodný riaditeľ;001;548
506524;1;12;Soňa;Krištofíková;Mgr.;63;prednostka mestského úradu;001;855
506524;1;13;Andrea;Kulíšková;Bc.;46;autorizovaná bezpečnostná technička;001;670
506524;1;14;Marianna;Lukáčová;RNDr.;41;analytička;001;550
506524;1;15;Peter;Pecho;Ing.;42;podnikateľ;001;1063
506524;1;16;Zdena;Pilátová;Ing.;60;vedúca kalibračného laboratória;001;922
506524;1;17;Janka;Petrovičová;;55;živnostníčka;124;456
506524;1;18;Rudolf;Sabo;Ing.;37;obchodník;136;317
506524;1;19;Michal;Valenčík;Mgr.;28;obchodný manažér;111,128,118;798
506524;2;1;Zuzana;Durcová;;50;zdravotná sestra;001;155
506524;3;1;Gustáv;Durec;;64;dôchodca;108;45
506524;3;2;Marek;Medňanský;;34;vedúci predaja;001;113
506532;1;1;Roman;Barinec;Ing.;49;program manager;106;305
506532;1;2;Matej;Belej;Ing.;32;stavbyvedúci;111;302
506532;1;3;Patrik;Belej;Ing.;30;strojník;111;218
506532;1;4;Emil;Čahoj;Ing.;80;dôchodca;106;144
506532;1;5;Andrea;Gáliková;Ing.;33;finančná sprostredkovateľka;106;181
506532;1;6;Dalibor;Jakal;;46;elektrotechnik;111;502
506532;1;7;Tomáš;Kovaľ;;32;živnostník;106;196
506532;1;8;Ján;Krajčík;;51;skladník;106;281
506532;1;9;Tomáš;Kyselica;Mgr.;40;zamestnanec verejnej správy;111;416
506532;1;10;Michaela;Lobotková;Mgr.;28;živnostníčka;001;227
506532;1;11;Matej;Matušech;Ing.;27;podnikateľ;128;207
506532;1;12;Rastislav;Meravý;;49;dôchodca;136;232
506532;1;13;Zuzana;Murínová;Ing.;39;stredoškolská učiteľka;111;316
506532;1;14;Jozef;Myšák;;25;overovač záznamových zariadení;001;146
506532;1;15;Ivana;Myšáková;Mgr., Bc.;47;ekonómka;001;288
506532;1;16;Romana;Rokášiová;Bc.;24;študentka vysokej školy;111;265
506532;1;17;Michal;Zbýňovec;Ing.;44;stavebný inžinier;111;207
506541;1;1;Mário;Ečegi;;41;podnikateľ;001;155
506541;1;2;Dominik;Kaššovic;Ing.;35;elektro-optický inžinier;001;164
506541;1;3;Peter;Kočický;Ing.;63;dôchodca;001;112
506541;1;4;Richard;Kočický;;46;vedúci skladu;136;72
506541;1;5;Jozef;Leško;Ing.;58;podnikateľ;136;40
506541;1;6;Michal;Prostinák;Ing.;42;podnikateľ;001;107
506541;1;7;Eduard;Valášek;;56;podnikateľ;136;38
506541;1;8;Ľubomír;Vanko;Bc.;59;riaditeľ;001;67
506541;1;9;Jarmila;Vanková;;60;skladníčka;136;47
506541;1;10;Peter;Zelenák;;48;manažér;001;126
506541;1;11;Michal;Zigo;;32;podnikateľ;001;76
506559;1;1;Magdaléna;Bangová;;43;žena v domácnosti;111;63
506559;1;2;Michal;Báž;;42;štátny zamestnanec;111;240
506559;1;3;Jozef;Daniško;Ing.;28;štátny zamestnanec;001;452
506559;1;4;Martin;Debnár;Mgr.;34;pedagóg;001;440
506559;1;5;Andrej;Dobiaš;;37;riaditeľ;001;538
506559;1;6;Tomáš;Habánik;PhDr., Mgr., PhD.;34;manažér kvality sociálnych služieb;111;268
506559;1;7;Gabriela;Horňáková;Dipl. Ing.;44;vedúca plánovania výroby;111;277
506559;1;8;Anton;Hošták;JUDr., Mgr.;41;štátny zamestnanec;136,106,135,132;329
506559;1;9;Ľubomíra;Hromádková;;59;SZČO;111;101
506559;1;10;Anton;Jakúbek;;67;dôchodca;001;313
506559;1;11;Martin;Jakúbek;Bc.;36;hasič - záchranár;001;569
506559;1;12;Andrej;Ježík;;45;prevádzkový zámočník;136,106,135,132;200
506559;1;13;Lucia;Kaštierová;;40;odborná medicinálna pedikérka;111;130
506559;1;14;Ján;Krokvička;;52;SZČO;116;101
506559;1;15;Juraj;Lajcha;Ing.;28;podnikateľ;001;576
506559;1;16;Ján;Masár;Ing.;70;dôchodca;119,152;212
506559;1;17;Eva;Mydlová;Ing.;65;dôchodkyňa;111;426
506559;1;18;Eva;Pastorková;;66;podnikateľka;125;250
506559;1;19;Zuzana;Sklenárová;Ing.;40;hlavná radkyňa;001;414
506559;1;20;Zuzana;Sklenárová;RNDr.;68;dôchodkyňa;001;360
506559;1;21;Dominik;Slotík;;28;fotograf;001;510
506559;1;22;Milan;Tiburák;;69;dôchodca;136,106,135,132;113
506559;1;23;Peter;Tinák;;51;skladník - predajca;136,106,135,132;144
506559;1;24;Štefan;Trnka;;59;invalidný dôchodca;111;128
506559;1;25;Milan;Valko;;32;stavebný technik;136,106,135,132;236
506559;1;26;Branislav;Žáček;;50;kooperant;136,106,135,132;187
506559;2;1;Milan;Kubík;;47;elektrikár;111;224
506559;2;2;Andrea;Švondrková;Ing.;46;obchodná manažérka;111;218
506567;1;1;Ivan;Fabo;;44;výstupný kontrolór;128;553
506567;1;2;Tomáš;Chlebana;Mgr.;39;konateľ spoločnosti;128;282
506567;1;3;Martin;Chorvát;Ing., Mgr.;39;manažér;106;595
506567;1;4;Jozef;Ježík;Ing.;37;konateľ spoločnosti;111;511
506567;1;5;Juraj;Kyselica;Ing.;43;finančný kontrolór;111;372
506567;1;6;Martin;Lipták;Ing.;52;projektant;001;557
506567;1;7;Peter;Martinka;;51;zámočník;111;331
506567;1;8;Jozef;Santa;Ing.;63;konateľ spoločnosti;111;514
506567;1;9;Gabriela;Santová;Mgr.;49;učiteľka;111;604
506567;1;10;František;Svatík;;65;dôchodca;118;237
506567;1;11;Dušan;Sýkora;;50;mechanik;111;335
506567;1;12;Michal;Vlk;Ing.;43;konateľ spoločnosti;111;506
506567;1;13;Jakub;Závodský;Ing.;29;administratívny pracovník;111;632
506583;1;1;Mária;Bieliková;;45;majsterka výroby;001;136
506583;1;2;Róbert;Gajdoš;;49;vodič;136;161
506583;1;3;Miroslav;Hátrik;;39;mechanik nastavovač;136;79
506583;1;4;Michal;Hovorka;;41;podnikateľ;136;188
506583;1;5;Natália;Jelšinová;MSc.;29;kvetinárka;001;189
506583;1;6;František;Kankara;;61;dôchodca;136;184
506583;1;7;Monika;Kosová;Mgr.;57;sociálna pracovníčka;136;269
506583;1;8;Marek;Kukuča;;29;nástrojár;001;199
506583;1;9;Gabriela;Kukučová;Ing.;31;špecialistka pre colné činnosti;001;169
506583;1;10;Radoslav;Uko;;44;vedúci výroby;136;208
506583;1;11;Tomáš;Zámečník;Ing.;31;procesný inžinier;001;210
506583;1;12;Eva;Žabčíková;;45;zdravotná sestra;136;184
506591;1;1;Katarína;Adamovičová;Ing.;33;prípravárka stavieb;111;196
506591;1;2;Mariana;Ďurechová;Ing.;47;účtovníčka;111;333
506591;1;3;Miroslava;Hrnčárová;;43;riaditeľka;106;160
506591;1;4;Jaroslava;Kulašiaková;;44;ekonómka, účtovníčka;111;125
506591;1;5;Lucia;Kyselicová;;27;referentka, koordinátorka;001;158
506591;1;6;Martin;Makyda;;35;obchodno-odbytový pracovník;001;229
506591;1;7;Marek;Sloboda;Bc.;23;študent;001;181
506591;1;8;Pavol;Šulovský;Bc. et Bc.;33;zdravotnícky záchranár;001;214
506591;1;9;Jozef;Valach;Ing.;34;štátny radca;111;207
506591;1;10;Nikola;Vidová;Ing.;25;online marketingová špecialistka;001;170
506605;1;1;Peter;Beďač;;40;konateľ;106;105
506605;1;2;Jozef;Filáček;;45;pracovník strážnej bezpečnostnej služby;106;142
506605;1;3;Terézia;Fuleková;Mgr.;40;matka na rodičovskej dovolenke;001;143
506605;1;4;Marta;Hricková;Bc.;54;expedientka;001;151
506605;1;5;Miroslav;Jánošík;;56;operátor CNC;111;156
506605;1;6;Tomáš;Kováč;;29;robotník;111;111
506605;1;7;Peter;Šprtka;;35;vedúci skladu;106;115
506613;1;1;Dušan;Bajtgovský;;59;technik, údržbár;001;656
506613;1;2;Martin;Brezovák;Mgr.;33;odborný radca;001;690
506613;1;3;Michaela;Fedorová;Mgr.;41;zástupkyňa primátorky mesta;128;557
506613;1;4;Ivana;Fodorová;Mgr.;50;prekladateľka;001;510
506613;1;5;Martin;Galbavý;;37;podnikateľ;106;149
506613;1;6;Dana;Gavalierová;Ing.;38;koordinátorka enviroprojektov;124;401
506613;1;7;Peter;Hledík;MgA.;76;režisér, producent;139;520
506613;1;8;Jakub;Hollý;Ing.;35;IT architekt;124;475
506613;1;9;Silvia;Howarth - Kelnarová;Mgr.;46;prekladateľka, tlmočníčka;139;334
506613;1;10;Dušan;Chebeň;PaedDr., PhD.;72;vysokoškolský pedagóg;001;150
506613;1;11;Kristián;Chyla;Mgr.;25;marketingový manažér;001;308
506613;1;12;Juraj;Jacko;Ing.;56;agronóm;001;650
506613;1;13;Vladimír;Kapusta;;36;technológ pálenice;001;445
506613;1;14;Marián;Kočiš;PhDr.;61;podnikateľ;106;135
506613;1;15;Matej;Kopčan;;31;správca motorových vozidiel;001;619
506613;1;16;Roman;Krištof;;56;konateľ spoločnosti;139;494
