Kód_obce;volebný_obvod;poradie_na_hlasovacom lístku;meno;priezvisko;titul;vek;povolanie;strany;počet hlasov
517712;1;10;Sidónia;Stanková;Mgr.;52;učiteľka;128;347
517712;1;11;Lenka;Štefúnová Šamajová;;40;vykupovačka-administrátorka;001;275
517712;1;12;Miroslav;Vrábel;Ing.;31;projektant - statik;001;455
517721;1;1;Andrea;Baránková;Ing.;29;referentka;001;239
517721;1;2;Róbert;Beháň;;50;návesný majster;001;305
517721;1;3;Dominik;Dolník;;23;pracovník obchodnej prevádzky;001;204
517721;1;4;Miroslav;Dolník;;45;konateľ spoločnosti;137;135
517721;1;5;Valéria;Dolníková;;55;ekonómka;001;185
517721;1;6;Maroš;Fašánok;;49;SZČO;136,132,106;268
517721;1;7;Kristína;Horníková;;27;konštruktérka;001;270
517721;1;8;Juraj;Krištofík;;41;skladník;001;147
517721;1;9;Mária;Olexáková;Mgr. ;54;referentka projektov;001;177
517721;1;10;Jaroslav;Súkeník;;55;robotník;001;163
517721;1;11;Peter;Škorvánek;;45;SZČO;001;313
517721;1;12;Bohuslav;Vereš;;28;SZČO;001;145
517721;1;13;Ivana;Verešová;;49;robotníčka;001;139
517721;1;14;Jozef;Veselý;Ing.;45;metodik;136,132,106;308
517721;1;15;Jaroslav;Vrábel;;47;pedagóg;137;211
517739;1;1;Peter;Gašpierik;;39;živnostník;001;436
517739;1;2;Monika;Gašpieriková;Mgr.;33;manažment objednávok;001;368
517739;1;3;Ivan;Hubočan;;60;konateľ spoločnosti;136;211
517739;1;4;Stanislav;Chodelka;;31;podnikateľ;001;359
517739;1;5;František;Koša;;65;dôchodca;001;226
517739;1;6;Stanislav;Košša;Ing.;48;hasič;154;543
517739;1;7;Tatiana;Lazarová;Ing.;57;riziková manažérka banky;106;193
517739;1;8;Michal;Martiniak;;40;živnostník;116;259
517739;1;9;Róbert;Vessa;Mgr.;50;konateľ spoločnosti;001;282
517739;1;10;Pavol;Zavadzan;;44;živnostník;136;250
517739;1;11;Katarína;Zlacká;;54;administratívna pracovníčka;136;349
517755;1;1;Michal;Masný;Ing., PhD.;42;manažér R&D;001;384
517755;2;1;Roman;Benko;;48;reklamačný technik;001;203
517755;2;2;Richard;Krč;Bc.;28;obchodný zástupca;001;161
517763;1;1;Kamil;Hudec;;62;šofér;132;153
517763;1;2;Jakub;Chovanec;;30;SZČO;132;126
517763;1;3;Ján;Kubliniak;;49;automechanik;132;96
517763;1;4;Miroslava;Nováková;;34;SZČO;001;94
517763;1;5;Anton;Pallo;;53;technik;132;97
517763;1;6;Marián;Paučin;;33;prevádzkový dispečer;136;59
517763;1;7;Sláva;Sihlovcová;;33;administratívna pracovníčka;132;87
517763;1;8;Miloš;Sihlovec;PhDr.;44;policajt;001;108
517763;1;9;Miloš;Strnádel;;48;predajca;132;131
517763;1;10;Ján;Škrobák;;47;technický pracovník;132;145
517771;1;1;Pavol;Babiš;;45;živnostník;001;52
517771;1;2;Miroslav;Beňo;;44;stavebný technik;106;190
517771;1;3;Jozef;Cingel;;38;živnostník;132;91
517771;1;4;Drahomíra;Ďurčanová;Bc.;48;samostatná radkyňa;001;77
517771;1;5;Peter;Hanko;;35;obchodný manažér pre SR;001;121
517771;1;6;Branislav;Hriník;;40;informatik;128;129
517771;1;7;Jana;Hriníková;;38;predavačka;128;57
517771;1;8;Dalibor;Jančík;;34;vedúci zinkovne;132;101
517771;1;9;Lenka;Krkošková;;37;zdravotná sestra;001;110
517771;1;10;Miroslava;Melegová;Ing.;42;riaditeľka banky;001;148
517771;1;11;Pavol;Mintách;;45;operátor výroby;132;109
517771;1;12;Róbert;Murárik;Ing.;51;technik;136;188
517771;1;13;Mária;Ondrušíková;Ing.;42;asistentka advokátky;001;88
517771;1;14;Mário;Púček;;43;podnikateľ;132;90
517771;1;15;Veronika;Púčková;;36;ekonómka;106;49
517771;1;16;Lukáš;Radočani;Ing.;38;výkonný riaditeľ;132;114
517771;1;17;Patrik;Šmehýl;Ing.;50;projektový manažér;001;161
517771;1;18;Róbert;Šugár;;45;vodič autobusu;132;42
517771;1;19;Zuzana;Tichá;;54;zdravotnícka záchranárka;136;240
517771;1;20;Jakub;Tichák;;32;podnikateľ;106;189
517771;1;21;Vladimír;Tomašov;;57;živnostník;136;153
517771;1;22;Ján;Vrábel;;49;automechanik;001;177
517780;1;1;Juraj;Brodňan;;53;strojník;116;25
517780;1;2;Milan;Brodňan;;28;profesionálny vojak;001;92
517780;1;3;Stanislav;Buta;;54;robotník;136;71
517780;1;4;Miroslav;Čerňanský;;51;živnostník;136;82
517780;1;5;Milan;Ďurek;Ing.;68;dôchodca;136;82
517780;1;6;David;Hundák;;42;robotník;132;77
517780;1;7;Jozef;Kaštan;;60;SZČO;001;76
517780;1;8;Jozef;Krajči;;58;vodič;132;32
517780;1;9;Martin;Krajči;;33;živnostník;132;68
517780;1;10;Marián;Liška;;40;vodič;132;22
517780;1;11;René;Pirošík;;27;vojak;001;109
517780;1;12;Martin;Sýkora;;41;profesionálny  vojak;001;129
517798;1;1;Marek;Danižek;Bc.;38;SZČO;136,132;227
517798;1;2;Milan;Englárt;Ing., Mgr.;38;programátor, predseda O.Z.;111;136
517798;1;3;Mária;Haššanová;;69;SZČO;136,132;54
517798;1;4;Milan;Holjenčík;Mgr.;46;výsluhový dôchodca;136,132;243
517798;1;5;Viliam;Jantoš;Ing.;31;konštruktér;111;203
517798;1;6;Dagmar;Karasová;Mgr.;65;dôchodkyňa;136,132;209
517798;1;7;Simona;Karasová;;36;galvanická laborantka;136,132;84
517798;1;8;Marián;Klapčík;;39;SZČO;111;172
517798;1;9;Miroslava;Klapčíková;Mgr.;35;pedagogička;111;83
517798;1;10;Sabína;Klapčíková;;30;zdravotná sestra;111;117
517798;1;11;Patrik;Koniar;Ing.;26;špecialista oddelenia údržby;001;224
517798;1;12;Anton;Kresáň;;60;rušňovodič;106;167
517798;1;13;Marianna;Kurincová;;40;administratívna pracovníčka;136,132;158
517798;1;14;Anton;Kvašňovský;;40;SZČO;001;162
517798;1;15;Ambroz;Masiarik;;81;dôchodca;106;104
517798;1;16;Jozef;Minárik;;39;údržbár;001;101
517798;1;17;Dušan;Smatana;;39;zvárač;136,132;124
517798;1;18;Anna;Stískalová;Ing.;49;vedúca štátna zamestnankyňa;001;268
517801;1;1;Monika;Barjaková;;39;manažérka;001;233
517801;1;2;Michal;Begičevič;;42;podnikateľ;105;144
517801;1;3;Rastislav;Bulej;;54;živnostník;141;181
517801;1;4;Róbert;Bury;;43;živnostník;141;273
517801;1;5;Eva;Chochlíková;Ing.;66;dôchodkyňa;001;280
517801;1;6;Michal;Kais;;35;podnikateľ;118;101
517801;1;7;Juraj;Kuriš;;58;technik elektrárni;139;102
517801;1;8;Peter;Lokaj;;49;podnikateľ;001;189
517801;1;9;Marián;Lorek;Ing.;59;podnikateľ v poľnohospodárstve;106;99
517801;1;10;Jozef;Mažgút;;47;živnostník;141;140
517801;1;11;Radoslav;Olašák;Mgr.;52;hlavný kontrolór;001;227
517801;1;12;Martina;Olešová;Ing.;43;projektová manažérka;001;272
517801;1;13;Juraj;Staník;Ing.;38;konštruktér;141;144
517801;1;14;Hedviga;Šimaliaková;Bc.;38;SZČO;001;187
517801;1;15;Irena;Šurinová;JUDr.;62;advokátka;141;331
517801;1;16;Vladimír;Varša;Ing.;46;softwarový konzultant;001;295
517801;1;17;Filip;Vendeľ;;30;živnostník;001;187
517801;1;18;Roman;Zajaček;;50;zástupca starostu;106;271
517828;1;1;Marián;Cesnek;JUDr.;52;právnik;136;411
517828;1;2;Peter;Ďuríček;;54;samostatne hospodáriaci roľník;136;203
517828;1;3;Marian;Frniak;Mgr.;65;dôchodca;001;202
517828;1;4;Tibor;Hreus;;35;manažér;001;289
517828;1;5;Miloš;Janek;Ing.;40;manažér údržby;001;325
517828;1;6;Darina;Janušová;Mgr.;54;vychovávateľka;001;294
517828;1;7;Bruno;Remek;;22;živnostník;001;232
517828;1;8;Ladislav;Rovder;Ing.;37;špecialista manažmentu kvality;001;120
517828;1;9;Peter;Škorvánek;Ing.;41;obchodno-technický inžinier;001;263
517828;1;10;Ľuboslava;Ťažká;Ing.;59;učiteľka;001;221
517828;1;11;Zuzana;Vajdová;Mgr.;40;SZČO;001;234
517828;1;12;Vladimír;Zajac;Ing.;59;senior špecialista na kvalitu;111;259
517861;1;1;Anna;Bejšovcová;;56;vychovávateľka;116;193
517861;1;2;Ján;Buleninec;;60;inval. dôchodca;136,132,106;161
517861;1;3;Jozef;Caránek;;48;vodič;136,132,106;144
517861;1;4;Patrik;Caránek;;46;technik;136,132,106;160
517861;1;5;Roman;Grofčík;;38;SZČO;136,132,106;225
517861;1;6;Michal;Hlavoň;;34;technik kontr. originality;135;304
517861;1;7;Štefan;Hlavoň;;42;vodič;001;413
517861;1;8;Daniel;Hrtánek;;50;technik;136,132,106;260
517861;1;9;Martin;Hulín;;42;vedúci lesného obvodu;001;323
517861;1;10;Štefan;Chlebina;;63;dôchodca;001;289
517861;1;11;Martin;Legéň;Ing.;27;stavebný technik;001;276
517861;1;12;Jaroslav;Mäsár;;30;SZČO;001;107
517861;1;13;Anna;Mikolášová;Ing.;58;zástupkyňa riaditeľa;136,132,106;170
517861;1;14;Roman;Šebeňa;;24;SZČO;001;211
517861;1;15;Pavol;Žídek;Ing.;42;strážca;111;263
517861;2;1;Roman;Bryndziar;;48;SZČO;136,132,106;149
517861;2;2;František;Mravec;;36;SZČO;136,132,106;122
517861;2;3;Miroslav;Uriček;;46;technik;136,132,106;119
517861;2;4;Jana;Žídeková;;44;reg. obchod. zástupkyňa;001;108
517879;1;1;Miroslava;Adamková;;46;krajčírka;136;153
517879;1;2;Lenka;Danková;Ing.;37;ekonómka;136;121
517879;1;3;Róbert;Gažúr;;51;invalidný dôchodca;136;133
517879;1;4;Michal;Kočvara;;43;podnikateľ;136;104
517879;1;5;Katarína;Masná;;26;živnostníčka;106;109
517879;1;6;Martin;Masný;;43;stavbyvedúci;001;163
517879;1;7;Radoslav;Masný;;46;vodič-skladník;106;143
517879;1;8;Viliam;Masný;;39;konateľ spoločnosti;001;160
517895;1;1;Marek;Bačík;Ing.;40;vedúci dopravy;111;137
517895;1;2;Peter;Bačík;;45;poľnohospodár, včelár;105;34
517895;1;3;Richard;Bačikovský;Ing.;31;SZČO;111;116
517895;1;4;Anton;Bajza;Ing.;39;majster odbornej výchovy;111;361
517895;1;5;Juraj;Bajza;;49;štátny zamestnanec;136,106,132;300
517895;1;6;Štefan;Červenec;;32;obsluha CNC strojov;127;153
517895;1;7;Ján;Hujík;;47;vedúci pracovník;136,106,132;143
517895;1;8;Ján;Hujo;;55;hasič;127;178
517895;1;9;Jozef;Janda;;61;prípravár výroby;111;198
517895;1;10;Miroslava;Jandová;Ing.;37;vedúca oddelenia dopravy;111;162
517895;1;11;Andrej;Klus;;32;SZČO;136,106,132;217
517895;1;12;Tibor;Klus;Ing.;44;geodet;136,106,132;265
517895;1;13;Tomáš;Krupa;Mgr.;30;SZČO;136,106,132;118
517895;1;14;Daniel;Krúpa;;49;SZČO - živnostník;111;101
517895;1;15;Katarína;Kvašňovská;Mgr.;50;radkyňa-odborníčka;127;142
517895;1;16;Stanislava;Majčiníková;;41;SZČO;136,106,132;141
517895;1;17;Tomáš;Michalec;Ing.;33;manažér;127;232
517895;1;18;Monika;Mináriková;;52;maklérska poradkyňa;127;93
517895;1;19;Peter;Papík;;53;vedúci výroby;111;124
517895;1;20;Peter;Pobijak;;34;predajca;136,106,132;256
517895;1;21;Janka;Praženicová;Mgr.;52;učiteľka;127;241
517895;1;22;Katarína;Praženicová;Mgr.;40;vedúca odboru sociálneho a bytového;001;148
517895;1;23;Jozef;Slanička;;51;technik;136,106,132;125
517895;1;24;Ivan;Sluka;Ing.;39;majster odbornej výchovy;111;85
517895;1;25;Jozef;Sluka;Ing.;37;majster odbornej výchovy;127;96
517895;1;26;Vlasta;Sokolová;Ing.;61;stredoškolská učiteľka;111;200
517895;1;27;Radoslav;Tomaník;Ing.;52;technik;136,106,132;183
517895;1;28;Radoslav;Vojčík;Ing.;50;manažér zmluvných vzťahov;001;77
517895;1;29;Adriana;Živná;;49;riaditeľka materskej školy;127;132
517917;1;1;Alojz;Ďurech;;66;dôchodca;136,125;52
517917;1;2;Juraj;Jasenovec;Ing.;38;učiteľ;111;288
517917;1;3;Radoslav;Kadurik;;38;IT špecialista;001;294
517917;1;4;Marek;Kmeť;Ing.;36;autorizovaný bezpečnostný technik;001;260
517917;1;5;Ján;Pekara;;55;živnostník;001;322
517917;1;6;Boris;Rizman;;59;podnikateľ;001;210
517917;1;7;Michal;Šupka;Mgr.;48;učiteľ;001;430
517917;1;8;Mária;Turzová;Ing.;39;operátorka výroby;136,125;161
517917;1;9;Boris;Uhliarik;;32;autoelektrikár, živnostník;001;220
517917;2;1;Róbert;Augustín;Mgr.;50;učiteľ;111;325
517917;2;2;Karol;Dobeš;Ing.;69;dôchodca;136,125;51
517917;2;3;Monika;Ďurechová;JUDr.;33;advokátka;136,125;69
517917;2;4;Andrea;Gašpárková;;39;SZČO;001;192
517917;2;5;Lumír;Kardoš;;31;pracovník oddelenia kvality;001;105
517917;2;6;Peter;Pekara;Ing.;49;lesný inžinier;001;277
517917;3;1;Daša;Blažeková;Ing.;44;geodetka;001;172
517917;3;2;Michal;Dolinay;Ing.;24;technicko-hospodársky pracovník;001;89
517917;3;3;Katarína;Gažúrová;Mgr.;32;učiteľka;154;112
517917;3;4;Petra;Juríčková;;24;študentka;001;120
517917;3;5;Jana;Kavcová;Mgr.;32;fyzioterapeutka;001;134
517917;3;6;Ján;Kavec;;52;konateľ;001;161
517917;3;7;Anna;Kecerová Veselá;JUDr.;58;advokátka;001;76
517917;3;8;Ján;Mihalec;PaedDr.;45;učiteľ;111;154
517917;3;9;Karol;Mikolka;Bc.;48;živnostník;001;107
517917;3;10;Zuzana;Polačková;Mgr., M.A., PhD.;45;výskumná pracovníčka prognostického ústavu SAV;001;283
517917;4;1;Jozef;Kavec;;47;školník;111;198
517917;4;2;Martin;Matejka;;40;servisný technik;001;501
517917;4;3;Anna;Poljačková;;46;asistentka v lekárni;001;356
517917;4;4;Marta;Repková;Bc.;64;dôchodkyňa;111;320
517917;4;5;Zuzana;Žideková;Ing.;53;projektová manažérka;001;314
517925;1;1;Marek;Bartek;;31;projektový manažér;136;187
517925;1;2;Peter;Biely;;68;dôchodca;136;92
517925;1;3;Viktor;Čerňanský;;66;dôchodca;136;145
517925;1;4;Zuzana;Dudáková;Ing.;41;administratívna pracovníčka;136;165
517925;1;5;Miloš;Hromada;;68;živnostník;136;164
517925;1;6;Blanka;Husárová;Mgr.;31;kvetinárka;001;359
517925;1;7;Vladimír;Chlapečka;Ing.;63;dôchodca;136;68
517925;1;8;Mária;Kamenská;;60;učiteľka;001;245
517925;1;9;Rudolf;Kolár;;60;operátor;001;172
517925;1;10;Ján;Kollár;;48;vodič;125;123
517925;1;11;Miroslav;Kollár;Ing.;37;stavbyvedúci;136;175
517925;1;12;Peter;Lietavec;;50;živnostník;136;267
517925;1;13;Miroslav;Majbík;;62;SZČO;001;277
517925;1;14;Miloš;Mikula;;55;starosta;106;353
517925;1;15;Jana;Nemčeková;Ing.;43;vedúca pošty;136;266
517925;1;16;Milan;Poljaček;;42;SZČO;001;222
517925;1;17;Mária;Rolinčinová;;57;pomocná sila v kuchyni;001;120
517925;1;18;Róbert;Šustek;;53;obchodný zástupca;001;189
517925;1;19;Vladimír;Tepličanec;Bc.;46;zmenový technik;125;167
517925;1;20;Katarína;Vencelová;Mgr.;47;učiteľka;001;234
517925;1;21;Pavol;Vričan;;57;technický pracovník;001;243
517933;1;1;Janka;Babušová Koperová;Ing., MBA;52;nákupná manažérka;001;198
517933;1;2;Katarína;Baďurová;Mgr.;42;pedagogička;001;344
517933;1;3;Pavol;Bielik;Ing.;49;nezamestnaný;001;376
517933;1;4;Elena;Bohdalová;Ing.;60;riaditeľka;001;311
517933;1;5;Milan;Grochal;Ing., PhD.;42;projektant;001;401
517933;1;6;Juliana;Grupáčová;;36;lektorka;111;333
517933;1;7;Katarína;Kráľová;Ing.;52;SZČO;119;266
517933;1;8;Daniel;Lamoš;Ing.;47;manažér logistickej firmy;001;362
517933;1;9;Mária;Masaryková;PharmDr.;56;lekárnička;111;417
517933;1;10;Matej;Mojžiš;Ing.;31;produktový manažér;001;314
517933;1;11;Katarína;Pialová;JUDr.;58;advokátka;111;377
517933;1;12;Lenka;Sim;Bc.;24;administratívna pracovníčka;136;102
517933;1;13;Rastislav;Slyško;Mgr.;47;konzultant, mentor;001;468
517933;1;14;Gabriela;Stranianková;Mgr.;40;obchodná manažérka;001;175
517933;1;15;Andrej;Valúch;Mgr.;31;obchodný manažér;001;341
517933;1;16;Veronika;Verešová;Ing.;38;ekonómka;119;296
517933;1;17;Ľuboš;Zafka;Ing.;63;živnostník;116;217
517933;2;1;Zuzana;Fajbíková;;23;asistentka generálneho riaditeľa;001;150
517933;2;2;Jozef;Knapec;;51;zámočník;111;228
517933;2;3;Stanislav;Majerčík;;55;konateľ s.r.o.;154;156
517941;1;1;Miroslav;Bado;;43;zamestnanec v bankovom sektore;106;123
517941;1;2;Rastislav;Behančín;;31;manažér v športovej agentúre;106;324
517941;1;3;Stanislav;Berzák;Ing.;62;inšpektor;136;576
517941;1;4;Martin;Bukovinský;Ing.;43;obchodný riaditeľ;001;631
517941;1;5;Peter;Cibulka;Ing.;70;dôchodca;136;552
517941;1;6;Emília;Čechová;;64;dôchodkyňa;136;559
517941;1;7;Ladislav;Ďuriš;;60;vodič;136;596
517941;1;8;Peter;Ďuroška;Mgr.;54;učiteľ;111;759
517941;1;9;Katarína;Hanulíková;;57;vedúca predajne;111;325
517941;1;10;Stanislav;Hodás;;67;živnostník;136;579
517941;1;11;Mária;Hodásová;Mgr.;55;diplomovaná sestra;111;403
517941;1;12;Marián;Holeša;;51;konateľ spoločnosti;111;418
517941;1;13;Silvia;Chupeková;Ing.;51;manažérka;001;436
517941;1;14;Pavol;Knapec;;60;správca objektov;001;568
517941;1;15;Vladimír;Kotrbanec;;42;profesionálny vojak;001;667
517941;1;16;Miloš;Kováčik;;53;invalidný dôchodca;125;119
517941;1;17;Ľuboš;Krajči;;38;technický pracovník;125;122
517941;1;18;Ladislav;Majtán;;67;dôchodca;001;304
517941;1;19;Jozef;Porubčanský;Ing.;66;programátor;111;387
517941;1;20;Ľubomír;Rendár;PaedDr., PhD.;42;učiteľ;001;659
517941;1;21;Martin;Siska;;38;konateľ spoločnosti;128;215
517941;1;22;Beáta;Studená;;46;nezamestnaná;001;508
517941;1;23;Jozef;Škvarna;;52;hasič;001;702
517941;1;24;Ján;Vrtílek;Mgr.;47;sociálny pracovník;111;490
517950;1;1;Renáta;Bernátová;Mgr.;53;učiteľka;136;644
517950;1;2;Pavol;Brodňan;;56;živnostník;136;370
517950;1;3;Viera;Bulková;Mgr.;59;ekonómka;116;154
517950;1;4;Patrik;Čerňan;;33;predajca autodielov;116;139
517950;1;5;Marcela;Čerňanová;;52;predavačka;116;243
517950;1;6;Dušan;Daňo;Ing.;51;zvárací inžinier;136;407
517950;1;7;Viera;Květoňová;;57;zdravotná sestra;136;347
517950;1;8;Zuzana;Lúčanová;;43;nezamestnaná;001;246
517950;1;9;Peter;Melo;Ing., DBA;29;podnikateľ;001;186
517950;1;10;Jana;Melová;;50;učiteľka;116;191
517950;1;11;Maroš;Moravčík;PaedDr.;32;vedúci dopravy;001;244
517950;1;12;Angelika;Moravčíková;;24;predavačka;116;196
517950;1;13;Patrik;Ondák;;48;elektromechanik;136;287
517950;1;14;Barbora;Pršalová;Mgr.;40;recepčná;001;244
517950;1;15;Igor;Pytel;;52;živnostník;001;259
517950;1;16;Andrea;Remeková;Ing.;49;administratívna asistentka;001;258
517950;1;17;Jana;Slezáčková;;54;administrátorka;136;408
517950;1;18;Vladimíra;Štalmachová;Mgr.;39;sociálna pracovníčka;105;100
517950;1;19;Radoslava;Tomášová;RNDr.;40;genetička-laboratórna diagnostička;001;424
517950;1;20;Sandra;Vaceková;Bc.;33;nezamestnaná;116;173
517950;1;21;Eduard;Vereš;;39;zástupca vedúceho zmeny;001;389
517968;1;1;Igor;Bolibruch;Mgr.;39;výkonný riaditeľ;124;177
517968;1;2;Lenka;Gallová;JUDr.;31;vyššia súdna úradníčka;001;203
517968;1;3;Jozef;Majerčík;;57;živnostník;136;148
517968;1;4;Július;Nguyen;Mgr.;34;inžinier logistiky dodávateľ;001;199
517968;1;5;Jana;Škorvánková;;44;ekonómka;001;200
517968;1;6;Miroslav;Tomaník;;39;obchodno-technický poradca;001;225
517968;1;7;Zuzana;Tomaníková;Ing.;38;materská dovolenka;001;217
517976;1;1;Roman;Belluš;;50;preventista;111;61
517976;1;2;Peter;Bugáň;;46;živnostník;119;141
517976;1;3;Róbert;Bugáň;;27;projektový manažér;119;51
517976;1;4;Matej;Franek;Mgr.;30;športový referent;136;144
517976;1;5;Jozef;Jankovský;;45;technik;119;33
517976;1;6;Anna;Kováčová;;44;kuchárka;111;131
517976;1;7;Alojz;Kubala;;54;automechanik;119;90
517976;1;8;Ladislav;Kubala;;50;podnikateľ;132;78
517976;1;9;Mária;Melišová;;33;materská dovolenka;119;47
517976;1;10;Ján;Poliak;;52;starosta;111;148
517976;1;11;Gabriela;Poliaková;;46;podnikateľka;132;143
517976;1;12;Iveta;Poliaková;;47;podnikateľka;132;77
517976;1;13;Jozef;Púček;;28;podnikateľ;136;57
517976;1;14;Dalibor;Radočani;;48;podnikateľ;132;111
517976;1;15;Michal;Radočáni;;34;stavebný technik;136;97
517976;1;16;Peter;Répáš;;50;SZČO;111;67
517976;1;17;Eva;Répášová;;50;referentka;111;51
517976;1;18;Michal;Solenský;MVDr.;43;dátový analytik;119;98
517976;1;19;Rastislav;Šopor;Ing.;40;vedúci predaja;111;108
517976;1;20;Katarína;Švejdíková;;44;opatrovateľka;111;58
517976;1;21;Emília;Terchovanová;;30;administratívna pracovníčka;132;70
517976;1;22;Viera;Zichová;Mgr.;63;učiteľka;132;79
517984;1;1;Beáta;Badibangová;;51;zástupkyňa starostu;128;785
517984;1;2;Mária;Beháňová;PhDr.;43;samostatná radkyňa;001;537
517984;1;3;Martin;Gašper;;38;technický pracovník;001;312
517984;1;4;Marek;Hanuljak;;45;elektrotechnik;132;548
517984;1;5;Július;Ilovský;Ing.;55;konateľ spoločnosti;128;507
517984;1;6;Miroslav;Kubo;Ing.;46;informatik;001;455
517984;1;7;Ivan;Melo;;36;vodohospodár;001;492
517984;1;8;Martin;Melo;Ing.;37;SZČO-strojár, konštruktér;001;449
517984;1;9;František;Oberta;;43;invalidný dôchodca;001;175
517984;1;10;Jaroslav;Oberta;;40;pracovník v kovovýrobe;001;229
517984;1;11;Vojtech;Oberta;;30;kondičný tréner;001;666
517984;1;12;Marián;Praták;;42;general manager;001;366
517984;1;13;Iveta;Tarabová;Mgr. et Mgr.;31;psychologička;001;450
517984;1;14;Štefan;Tavač;;60;technik;001;333
517984;1;15;Ján;Trnovec;;46;majster údržby;001;643
517984;1;16;Michal;Trnovec;Ing.;40;majster výroby;128;352
517992;1;1;Ľubomír;Baláž;Ing.;63;dôchodca;136,106,132;149
517992;1;2;Miloslav;Búšovský;;38;manipulant;111;84
517992;1;3;Peter;Búšovský;;44;riaditeľ súkromnej spoločnosti;001;110
517992;1;4;Anna;Ďurajková;Mgr.;58;riaditeľka školy;001;144
517992;1;5;Andrea;Ďurcová;;35;administratívna referentka;001;78
517992;1;6;Katarína;Ďurcová;Mgr.;34;pedagogička;136,106,132;122
517992;1;7;Ivan;Ďurec;;51;robotník;136,106,132;72
517992;1;8;Rudolf;Kačinec;;40;vodič;001;81
517992;1;9;Andrea;Kamasová;;33;nezamestnaná;111;59
517992;1;10;Valéria;Kuceljová;Mgr.;49;učiteľka;001;94
517992;1;11;Juraj;Maslík;;48;revízny technik;001;102
517992;1;12;Daniel;Piaček;Mgr.;26;pedagóg;136,106,132;110
517992;1;13;Tomáš;Stupavský;;34;vedúci prevádzky;111;69
517992;1;14;Tomáš;Šefara;Ing.;27;živnostník;111;149
517992;1;15;Rudolf;Tvrdý;;44;živnostník;001;92
517992;2;1;Miroslava;Borovičková;;49;prevádzková pokladníčka;111;47
517992;2;2;Jaroslav;Búšfy;Ing.;28;projektový manager;136,106,132;92
517992;2;3;Anton;Danížek;;36;živnostník;001;30
517992;2;4;Ladislav;Hoferica;;62;invalidný dôchodca;001;21
517992;2;5;Júlia;Kamasová;DiS.;23;dentálna hygienička;136,106,132;74
517992;2;6;Jana;Randíková;;49;realitná maklérka;001;44
517992;2;7;Andrej;Smatana;Ing. arch.;32;architekt;001;70
517992;2;8;Jaroslav;Smatana;;65;dôchodca;136,106,132;39
517992;2;9;Lenka;Smatanová;Mgr.;33;zdravotná sestra;001;56
518000;1;1;Martina;Dianišková;Ing.;36;projektantka;001;185
518000;1;2;Roman;Ďuračík;Ing.;53;manažér;001;233
518000;1;3;Eva;Chrustová;Ing.;57;odborná referentka-rozpočtárka;001;259
518000;1;4;Pavol;Králik;Ing.;63;konateľ;001;208
518000;1;5;Marián;Kubík;;50;marketingový manažér;001;169
518000;1;6;Eva;Maťková;;66;administratívna pracovníčka;001;227
518000;1;7;Dana;Mažgútová;Ing., PhD.;57;špecialistka trhu práce a ľudských zdrojov;001;219
518000;1;8;Peter;Zajac;Ing.;61;riaditeľ spoločnosti;001;238
518018;1;1;Jozef;Hajko;;62;vodič autobusovej dopravy;136,132;105
518018;1;2;Jaroslav;Kuciak;Bc.;38;živnostník;106;207
518018;1;3;Dušan;Mišejka;;39;živnostník;001;227
518018;2;1;Katarína;Bobríková;;43;technická pracovníčka;136,132;153
518018;2;2;Štefan;Fajbik;;56;vodič autobusovej dopravy;001;172
518018;2;3;Jozef;Hešo;Ing.;35;strojársky technológ - inžinier kvality;111;90
518018;2;4;Róbert;Palko;;52;podnikateľ;116;101
518018;3;1;Štefan;Bočinec;;50;obsluha čerpacej stanice;001;129
518018;3;2;Juraj;Kuciak;Ing.;44;stavebný inžinier;111;106
518018;3;3;Milan;Mišutka;;62;sústružník;001;117
518018;4;1;Peter;Adamčík;Bc.;22;študent;106;54
518018;4;2;Mária;Belková;Mgr.;53;živnostníčka;001;257
518018;4;3;Jozef;Glonek;Bc.;49;policajt;001;283
518018;4;4;Silvia;Koszorúová Kučavíková;Bc.;45;učiteľka materskej školy;106;89
518018;4;5;Michal;Kuciak;Mgr.;30;konzultant-projektový manažér;001;234
518018;4;6;Peter;Vároš;;36;živnostník;001;189
518018;5;1;Štefan;Harvanec;;32;obchodný zástupca;001;88
518018;5;2;Igor;Koniar;;49;policajt;001;71
518018;5;3;Ján;Vároš;Ing.;49;elektrotechnický inžinier;111;68
518018;5;4;Miroslav;Vároš;;56;výsluhový dôchodca;001;101
518034;1;1;Róbert;Bačinský;;38;majster strediska;001;331
518034;1;2;Barbora;Hreusová;Mgr.;37;klinická psychologička;001;829
518034;1;3;Anna;Hudeková;Ing.;63;ekonómka;001;673
518034;1;4;Michaela;Chlebecová;Ing.;52;manažérka;001;486
518034;1;5;Erika;Janči;;47;živnostníčka;106;232
518034;1;6;Peter;Kolenčík;Ing.;49;SZČO;125;329
518034;1;7;Tomáš;Králik;Ing.;40;skladník;125;273
518034;1;8;Martin;Kukan;Mgr.;30;technik;001;668
518034;1;9;Jana;Majchráková;Ing.;37;expertka na digitalizáciu;001;524
518034;1;10;Miroslav;Martinka;;43;Service Desk Engineer;001;392
518034;1;11;Tibor;Mintál;Ing.;41;manažér technickej pomoci;001;692
518034;1;12;Pavol;Obšivan;;55;konateľ spoločnosti;001;295
